record_id,redcap_repeat_instrument,redcap_repeat_instance,intake_questionnaire_timestamp,age,sex,intake_questionnaire_complete,log_a_new_activity_timestamp,type,social_context,wear_activity,nonwear_activity,nighttime,setting_level01,setting_level02_indoors,setting_level02_indoors_home,setting_level02_indoors_workingspace,setting_level02_indoors_learningfacility,setting_level02_indoors_retailfacility,setting_level02_indoors_healthfacility,setting_level02_indoors_leisurespace,setting_level02_outdoors,setting_level02_mixed,lighting_scenario_daylight___1,lighting_scenario_daylight___2,lighting_scenario_daylight___3,lighting_scenario_daylight___4,lighting_scenario_3___1,lighting_scenario_3___2,lighting_scenario_3___3,lighting_scenario_2___1,lighting_scenario_2___2,lighting_scenario_2___3,lighting_scenario_2___4,autonomy,notes,par_joindate,par_joindate_utc,par_timezone,par_code,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,log_a_new_activity_complete,post_participation_survey_timestamp,complete_log,behaviour_change,yes_behaviour_change,situation_logging_difficulty,other_feedback,travel_time_zone,travel_departure_time,travel_arrival_time,travel_date_time_travel,city_country,latitude,longitude,post_participation_survey_complete,device_information_timestamp,device_id,device_information_complete,detailed_time_zone_changes_timestamp,tz_identifier_start,datetime_start,tz_identifier_end,datetime_end,flight_no,detailed_time_zone_changes_complete
3,,NA,2025-09-19 10:43:03,32,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,,,NA,2025-09-24 11:06:38,3,3,,"Sunday afternoon: attended horseriding competition and travelling back and cleaning up afterwards.   Otherwise: sometimes difficult to log for very short activities (e.g. picking something up from the basement), where logging would take as long as logging, this made me not log the activity ","Instructions were very clear, maybe the logging could be a bit easier or shorter in the future",2,,,,"Riehen, Switzerland",47°34′23″ N,7°38′39″ E,2,2025-10-05 21:06:36,5812,2,,,,,,,0
3,log_a_new_activity,1,,NA,NA,NA,NA,1,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,NA,0,1,0,0,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,2025-09-21 11:59:36,2025-09-21 12:00:30,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 12:00:31',    'utcTime': '2025-09-21 09:59:36.769369Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '39'  }",result_log_a_new_activity_3_1.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,2,,NA,NA,NA,NA,1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,0,1,0,0,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,2025-09-21 13:16:29,2025-09-21 13:17:21,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 13:17:21',    'utcTime': '2025-09-21 11:16:29.764428Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '39'  }",result_log_a_new_activity_3_2.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,3,,NA,NA,NA,NA,1,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,2025-09-21 16:24:49,2025-09-21 16:25:14,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 16:25:15',    'utcTime': '2025-09-21 14:24:49.357250Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '34'  }",result_log_a_new_activity_3_3.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,4,,NA,NA,NA,NA,1,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,0,1,0,0,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,2025-09-21 17:20:15,2025-09-21 17:21:05,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 17:21:05',    'utcTime': '2025-09-21 15:20:15.311093Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '39'  }",result_log_a_new_activity_3_4.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,5,,NA,NA,NA,NA,1,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,0,0,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,2025-09-21 18:09:41,2025-09-21 18:10:05,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 18:10:06',    'utcTime': '2025-09-21 16:09:41.333152Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '39'  }",result_log_a_new_activity_3_5.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,6,,NA,NA,NA,NA,1,2,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,,NA,NA,NA,NA,2025-09-21 18:44:32,2025-09-21 18:45:29,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 18:45:30',    'utcTime': '2025-09-21 16:44:32.648245Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '48'  }",result_log_a_new_activity_3_6.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,7,,NA,NA,NA,NA,1,1,1,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,1,1,,NA,NA,NA,NA,2025-09-21 18:53:51,2025-09-21 18:54:29,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 18:54:29',    'utcTime': '2025-09-21 16:53:51.652968Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '53'  }",result_log_a_new_activity_3_7.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,8,,NA,NA,NA,NA,1,1,1,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,0,1,,NA,NA,NA,NA,2025-09-21 18:58:53,2025-09-21 18:59:27,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 18:59:27',    'utcTime': '2025-09-21 16:58:53.415031Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '53'  }",result_log_a_new_activity_3_8.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,9,,NA,NA,NA,NA,1,1,1,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,1,1,,NA,NA,NA,NA,2025-09-21 19:03:10,2025-09-21 19:03:36,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 19:03:36',    'utcTime': '2025-09-21 17:03:10.188162Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '53'  }",result_log_a_new_activity_3_9.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,10,,NA,NA,NA,NA,1,1,1,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,1,,NA,NA,NA,NA,2025-09-21 22:22:05,2025-09-21 22:22:41,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 22:22:41',    'utcTime': '2025-09-21 20:22:05.967800Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '48'  }",result_log_a_new_activity_3_10.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,11,,NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,1,,NA,NA,NA,NA,2025-09-21 22:34:56,2025-09-21 22:35:32,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-21 22:35:33',    'utcTime': '2025-09-21 20:34:56.092678Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '34'  }",result_log_a_new_activity_3_11.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,12,,NA,NA,NA,NA,1,1,1,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,1,,NA,NA,NA,NA,2025-09-22 08:10:17,2025-09-22 08:10:44,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-22 08:10:45',    'utcTime': '2025-09-22 06:10:17.686629Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '48'  }",result_log_a_new_activity_3_12.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,13,,NA,NA,NA,NA,1,2,1,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,0,1,,NA,NA,NA,NA,2025-09-22 08:28:57,2025-09-22 08:29:19,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-22 08:29:19',    'utcTime': '2025-09-22 06:28:57.962002Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '53'  }",result_log_a_new_activity_3_13.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,14,,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,Need to take it off to protect from heavy rain,NA,NA,NA,NA,2025-09-22 09:19:41,2025-09-22 09:20:38,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-22 09:20:39',    'utcTime': '2025-09-22 07:19:41.781431Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '29'  }",result_log_a_new_activity_3_14.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,15,,NA,NA,NA,NA,1,1,1,NA,NA,1,2,NA,4,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,1,0,1,,NA,NA,NA,NA,2025-09-22 10:08:59,2025-09-22 10:09:39,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-22 10:09:40',    'utcTime': '2025-09-22 08:08:59.780007Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '53'  }",result_log_a_new_activity_3_15.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
3,log_a_new_activity,16,,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,Not wearing for rain protection ,NA,NA,NA,NA,2025-09-22 17:43:40,2025-09-22 17:44:42,NA,1,"{    'devicemanufacturer': 'Apple',    'deviceplatform': 'iOS',    'deviceversion': '26.0',    'syncdate': '2025-09-22 17:44:43',    'utcTime': '2025-09-22 15:43:40.104662Z',    'projectLanguageSelected': 'en-US',    'timezone': 'CEST',    'appversion': '2.5.1',    'buildnumber': '187',    'configversion': '2',    'devicemodel': 'iPhone12,1',    'percentComplete': '24'  }",result_log_a_new_activity_3_16.zip,0,,NA,NA,,,,NA,,,,,,,NA,,NA,NA,,,,,,,NA
